SampleID,FieldID,Date collected,Lat,Long,SamplingMethod,Month,Sector
KBIMP-_008_A10,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_A11,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_A12,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_B1,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_B2,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_B3,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_B4,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_B5,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
KBIMP-_008_C3,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_008_C4,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_008_C5,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_008_C6,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_008_C7,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_008_C8,KGLTK0037,14-Aug,67 49. 3982,115 09. 0268,Malaise trap,Aug,KGLTK
KBIMP-_007_E7,KGLTK0043,21-Aug,67 48. 2875,115 13. 8722,Malaise trap,Aug,KGLTK
KBIMP-_007_E8,KGLTK0043,21-Aug,67 48. 2875,115 13. 8722,Malaise trap,Aug,KGLTK
KBIMP-_007_E9,KGLTK0043,21-Aug,67 48. 2875,115 13. 8722,Malaise trap,Aug,KGLTK
KBIMP-_007_E10,KGLTK0043,21-Aug,67 48. 2875,115 13. 8722,Malaise trap,Aug,KGLTK
KBIMP-_007_D4,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D5,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D6,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D7,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D8,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D9,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D10,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D11,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_D12,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_007_E1,KGLTK0034,14-Aug,67 48. 5978,115 07. 5427,Malaise trap,Aug,KGLTK
KBIMP-_008_E7,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_E8,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_E9,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_E10,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_E11,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_E12,KGLTK0035,14-Aug,67 51. 0828,115 16. 3310,Malaise trap,Aug,KGLTK
KBIMP-_008_B6,KGLTK0045,16-Aug,67 48. 5963,115 07. 5445,SweepNet,Aug,KGLTK
KBIMP-_008_B7,KGLTK0045,16-Aug,67 48. 5963,115 07. 5445,SweepNet,Aug,KGLTK
KBIMP-_008_B8,KGLTK0045,16-Aug,67 48. 5963,115 07. 5445,SweepNet,Aug,KGLTK
KBIMP-_008_B9,KGLTK0041,21-Aug,67 49.3928,115 09 .0264,Malaise trap,Aug,KGLTK
KBIMP-_008_B10,KGLTK0041,21-Aug,67 49.3928,115 09 .0264,Malaise trap,Aug,KGLTK
KBIMP-_007_E2,KGLTK0042,23-Aug,67 49. 7352,115 06.1291,Malaise trap,Aug,KGLTK
KBIMP-_007_E3,KGLTK0042,23-Aug,67 49. 7352,115 06.1291,Malaise trap,Aug,KGLTK
KBIMP-_007_E4,KGLTK0042,23-Aug,67 49. 7352,115 06.1291,Malaise trap,Aug,KGLTK
KBIMP-_007_E5,KGLTK0042,23-Aug,67 49. 7352,115 06.1291,Malaise trap,Aug,KGLTK
KBIMP-_007_E6,KGLTK0042,23-Aug,67 49. 7352,115 06.1291,Malaise trap,Aug,KGLTK
KBIMP-_007_A1,KGLTK0048,29-Aug,67 49. 4149,115 08. 8729,Malaise trap,Aug,KGLTK
KBIMP-_007_A2,KGLTK0048,29-Aug,67 49. 4149,115 08. 8729,Malaise trap,Aug,KGLTK
KBIMP-_007_E11,KGLTK0047,29-Aug,67 48. 2815,115 13. 8729,Malaise trap,Aug,KGLTK
KBIMP-_007_E12,KGLTK0047,29-Aug,67 48. 2815,115 13. 8729,Malaise trap,Aug,KGLTK
KBIMP-_007_F1,KGLTK0047,29-Aug,67 48. 2815,115 13. 8729,Malaise trap,Aug,KGLTK
KBIMP-_008_B11,KGLTK0049,29-Aug,67 48. 5983,115 07. 5311,Malaise trap,Aug,KGLTK
KBIMP-_008_B12,KGLTK0049,29-Aug,67 48. 5983,115 07. 5311,Malaise trap,Aug,KGLTK
KBIMP-_008_C1,KGLTK0049,29-Aug,67 48. 5983,115 07. 5311,Malaise trap,Aug,KGLTK
KBIMP-_008_C2,KGLTK0049,29-Aug,67 48. 5983,115 07. 5311,Malaise trap,Aug,KGLTK
NA,CBAY0001,21-Jun-24,69.20079,-104.76914,Malaise trap,Jun,NA
NA,CBAY0006,21-Jun-24,69.20525,-104.78947,Malaise trap,Jun,NA
NA,CBAY0054,02-Aug-24,69.152192,-104.913481,Sweep net,Aug,NA
NA,CBAY0061,03-Aug-24,69.092068,-105.2498,Sweep net,Aug,NA
NA,CBAY0068,03-Aug-24,69.099735,-105.227898,Sweep net,Aug,NA
NA,KGLTK0011,16-Jul,67 49.4917,115 05.3935,Malaise trap,Jul,NA
NA,KGLTK0004,16-Jul,67 49.4903,115 05.3942,SweepNet,Jul,NA
NA,KGLTK0033,31-Jul,67 48. 5975,115 07. 5335,sweep net,Jul,NA
NA,KGLTK0038,08-Aug,67 49.4941,115 05. 3924,SweepNet,Aug,NA
NA,KGLTK0044,21-Aug,67 48. 5976,115 07. 5319,Malaise trap,Aug,NA
