catalogNumber,recordedBy,individualCount,lifeStage,preparations,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,scientificName,eventId,eventDate,beginDate,endDate,verbatimEventDate,continent,country,stateProvince,locality,latitude,longitude,verbatimLatitude,verbatimLongitude,samplingProtocol,eventRemarks
ROME206412,P. Schaefer,100,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011168,2011-06-09,2011-06-09,2011-06-09,9 Jun 2011,North America,Canada,Northwest Territories,"Boundary Creek at crossing with Hwy.3, 34km west of Yellowknife",62.5346,-114.97095,62°32.076'N,114°58.257'W,General,
ROME206413,P. Schaefer,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011163,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,Cameron River at crossing with Ingraham Trail,62.4923833,-113.5469333,62°29.543'N,113°32.816'W,General,
ROME206414,P. Schaefer,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011175,2011-06-16,2011-06-16,2011-06-16,16 Jun 2011,North America,Canada,Northwest Territories,Silty tributary to Prosperous Lake,62.5410667,-114.2949667,62°32.464'N,114°17.698'W,General,
ROME206415,P. Schaefer,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011181,2011-06-30,2011-06-30,2011-06-30,30 Jun 2011,North America,Canada,Nunavut,Icemelt flow into Coronation,67.8348333,-115.2008833,67°50.09'N,115°12.053'W,General,
ROME206416,DC Currie; P. Schaefer,20,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010241,2010-06-18,2010-06-18,2010-06-18,18 Jun 2010,North America,Canada,Ontario,"Store Creek below weir, 10 m wide stream",51.27455,-80.6504167,51°16.473'N,80°39.025'W,Aquatic,
ROME206417,DJ Giberson,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010373,2010-07-02,2010-07-02,2010-07-02,2 Jul 2010,North America,Canada,Quebec,Gilling Lake outlet at Gilling R. 8 km S of town,54.6684333,-66.7635333,54°40.106'N,66°45.812'W,General,
ROME206418,DJ Giberson,100,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010360,2010-07-03,2010-07-03,2010-07-03,3 Jul 2010,North America,Canada,Quebec,"Pond outflow culvert under unnamed road, 10 km E of airport",54.8321333,-66.7155833,54°49.928'N,66°42.935'W,General,
ROME206419,DJ Giberson,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010366,2010-07-02,2010-07-02,2010-07-02,2 Jul 2010,North America,Canada,Quebec,Small stream 15 km NE of town,54.9439167,-67.0320833,54°56.635'N,67°1.925'W,General,
ROME206420,DJ Giberson,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010364,2010-07-04,2010-07-04,2010-07-04,4 Jul 2010,North America,Canada,Quebec,Stream in town,54.81095,-66.7949167,54°48.657'N,66°47.695'W,General,
ROME206421,DJ Giberson,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010361,2010-07-01,2010-07-01,2010-07-01,1 Jul 2010,North America,Canada,Quebec,"Howell's River, 20 km S of town",54.6314667,-66.7493667,54°37.888'N,66°44.962'W,General,
ROME206422,DC Currie; P. Schaefer,1,Adults,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010240,2010-06-18,2010-06-18,2010-06-18,18 Jun 2010,North America,Canada,Ontario,"Maidmans Creek, 6 m wide stream",51.2217833,-80.7000167,51°13.307'N,80°42.001'W,Aquatic,
ROME206423,DJ Giberson,10,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002010362,2010-07-10,2010-07-10,2010-07-10,10 Jul 2010,North America,Canada,Quebec,"Howell's River, 20 km S of town",54.6314667,-66.7493667,54°37.888'N,66°44.962'W,General,
ROME206424,P. Schaefer,200,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011172,2011-06-12,2011-06-12,2011-06-12,12 Jun 2011,North America,Canada,Northwest Territories,Hill Creek at crossing with Hwy.4,62.73565,-115.6958333,62°44.139'N,115°41.75'W,General,
ROME206425,P. Schaefer,100,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011169,2011-06-09,2011-06-09,2011-06-09,9 Jun 2011,North America,Canada,Northwest Territories,"Beaver Pond Outflow, at crossing with Hwy.3, 28km west of Yellowknife",62.5245667,-115.2060667,62°31.474'N,115°12.364'W,General,
ROME206426,P. Schaefer,100,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011171,2011-06-12,2011-06-12,2011-06-12,12 Jun 2011,North America,Canada,Northwest Territories,Stagg River at crossing with Hwy.4,62.7434667,-115.7254333,62°44.608'N,115°43.526'W,General,
ROME206427,P. Schaefer,200,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011166,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,Outflow from unnamed lake between Pontoon and Madeline Lake km25 of Ingraham Trail,62.5494833,-114.0453333,62°32.969'N,114°2.72'W,General,
ROME206428,P. Schaefer,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011168,2011-06-09,2011-06-09,2011-06-09,9 Jun 2011,North America,Canada,Northwest Territories,"Boundary Creek at crossing with Hwy.3, 34km west of Yellowknife",62.5346,-114.97095,62°32.076'N,114°58.257'W,General,
ROME206429,P. Schaefer,7,Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011164,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,Cameron River rapids at end of trail from Cameron River day use area,62.49595,-113.5503833,62°29.757'N,113°33.023'W,General,
ROME206430,P. Schaefer,10,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011167,2011-06-09,2011-06-09,2011-06-09,9 Jun 2011,North America,Canada,Northwest Territories,"2m brown water creek at crossing with Hwy.3, 15km west of Yellowknife",62.4764167,-114.97095,62°28.585'N,114°58.257'W,General,
ROME206431,P. Schaefer,20,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,venustum,"Say, 1823","Simulium venustum Say, 1823",ROM002011165,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,"30cm Lake Outflow, km50 of Ingraham Trail",62.5262667,-113.8377167,62°31.576'N,113°50.263'W,General,
